sentiment,sentiment:confidence,date,year,month,day,text
Negative,0.5193,2014-12-02 21:00:03+00:00,2014,12,2,#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp
Positive,1.0,2014-12-02 21:00:07+00:00,2014,12,2,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
Negative,0.6552,2014-12-02 21:00:20+00:00,2014,12,2,".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: http://t.co/4YN6pUtLKK via @TheDrum"
Positive,1.0,2014-12-02 21:00:23+00:00,2014,12,2,Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal
Positive,0.6543,2014-12-02 21:03:30+00:00,2014,12,2,Results of our' #Mobility PilotHouse program. @ATT  @Cisco @Apple see which had the most loyal customers. http://t.co/FAyv72N0xt
Positive,0.6734,2014-12-02 21:05:08+00:00,2014,12,2,"@optionmonster IMHO, #oil is going lower, no reason not to, no bottom here. Also, BTW #AAPL is going $200. @CNBCClosingBell #boldstatement"
Positive,0.6739,2014-12-02 21:06:29+00:00,2014,12,2,RT @NewsMintApp: #AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp
Negative,0.6443,2014-12-02 21:10:27+00:00,2014,12,2,@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa #neo
Neutral,0.6804,2014-12-02 21:11:28+00:00,2014,12,2,@SonyUK see not even have the courtesy to reply as I said should have stayed with @apple much better customer service from them
Negative,0.6884,2014-12-02 21:16:54+00:00,2014,12,2,@TIME: Steve Jobs to testify in @Apple trial from beyond the grave http://t.co/pPab0v8hUn
Positive,0.636,2014-12-02 21:20:21+00:00,2014,12,2,2 simple rules for young designers from legendary @Apple designer Susan Kare via @FastCoDesign http://t.co/NLzn2m5FjG
Positive,0.6656,2014-12-02 21:22:24+00:00,2014,12,2,"sold to you on both counts RT @ualdrivr: @optionmonster IMHO, #oil is going lower,  no bottom here. Also, BTW #AAPL is going $200"
Positive,1.0,2014-12-02 21:25:56+00:00,2014,12,2,5 Companies Growing Faster Than Apple Inc. http://t.co/QsoC8dir60 #AAPL
Positive,0.7177,2014-12-02 21:30:04+00:00,2014,12,2,#AAPL:Apple co-founder The Woz going into reality TV...http://t.co/N4TcQdV5MV
Positive,0.7039,2014-12-02 21:31:23+00:00,2014,12,2,"Apple Inc. price at close, December 02, 2014, is 114.63. #apple #AAPL"
Negative,0.6971,2014-12-02 21:34:34+00:00,2014,12,2,2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.
Positive,0.7244,2014-12-02 21:36:48+00:00,2014,12,2,We're out here taking Bluetooth calling to a whole new level where you at @Microsoft @Apple @BillGates http://t.co/YWVxCWwnww
Positive,0.6505,2014-12-02 21:38:07+00:00,2014,12,2,"3/ Looking at it now, especially with @samsung's declining sales, it looks more like #AAPL just decided it wanted Samsung's piece of the pie"
Neutral,1.0,2014-12-02 21:38:16+00:00,2014,12,2,Thank you @Apple for fixing the #Swift sourcekit crashes in #XCode :). Life is better now! http://t.co/NbRWTTcZ35
Negative,0.4939,2014-12-02 21:39:53+00:00,2014,12,2,Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign
Neutral,0.6542,2014-12-02 21:42:33+00:00,2014,12,2,So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall #aapl #AppleWatch http://t.co/Yck87DOCeQ
Negative,1.0,2014-12-02 21:42:38+00:00,2014,12,2,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone
Positive,1.0,2014-12-02 21:45:01+00:00,2014,12,2,@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u
Positive,1.0,2014-12-02 21:45:09+00:00,2014,12,2,Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL
Neutral,0.6613,2014-12-02 21:45:19+00:00,2014,12,2,#AAPL moving towards the #IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm
Positive,1.0,2014-12-02 21:47:01+00:00,2014,12,2,Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies
Neutral,0.5104,2014-12-02 21:50:42+00:00,2014,12,2,@Apple #ipad #innovation  let us maintain what we enjoyed when we were young http://t.co/Tpt3k2GBAS via @HuffPostTech http://t.co/Tpt3k2GBAS
Positive,1.0,2014-12-02 21:53:41+00:00,2014,12,2,@renoxalex @Apple so sick @tacobell is petitioning for one
Positive,0.6318,2014-12-02 22:05:03+00:00,2014,12,2,@apple need to come out with new emojis. Perhaps one that is a @Raptors claw
Positive,1.0,2014-12-02 22:05:36+00:00,2014,12,2,Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL
Positive,0.6841,2014-12-02 22:05:44+00:00,2014,12,2,Apple Inc. iPhone 6 May Infringe On Chinese Company's Patent http://t.co/fcCrpUvyRi #AAPL
Positive,1.0,2014-12-02 22:05:45+00:00,2014,12,2,Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL
Negative,1.0,2014-12-02 22:08:53+00:00,2014,12,2,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android
Positive,1.0,2014-12-02 22:09:04+00:00,2014,12,2,contact @Apple RT @mrstiffanyanne anybody that sold an iPhone before? i have questions &amp; can't find them on Google!!!
Neutral,0.6544,2014-12-02 22:10:20+00:00,2014,12,2,"@apple goes red for aids awareness #ProductRED #fuckaids 
http://t.co/NVJbsh3duW
for every like i get this month a will donate a quarter"
Positive,1.0,2014-12-02 22:13:40+00:00,2014,12,2,WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
Negative,0.68,2014-12-02 22:14:30+00:00,2014,12,2,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
Negative,1.0,2014-12-02 22:16:34+00:00,2014,12,2,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
Negative,1.0,2014-12-02 22:17:50+00:00,2014,12,2,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
Positive,1.0,2014-12-02 22:18:11+00:00,2014,12,2,Is @apple the most searched for company and @google the most searched on platform?
Neutral,1.0,2014-12-02 22:21:03+00:00,2014,12,2,I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o
Positive,1.0,2014-12-02 22:23:40+00:00,2014,12,2,I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg
Positive,1.0,2014-12-02 22:30:03+00:00,2014,12,2,#AAPL:Is it time to start buying Apple?...http://t.co/5nulnjlbaG
Positive,0.6752,2014-12-02 22:32:25+00:00,2014,12,2,"Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature http://t.co/QJgIklUDVh #AAPL"
Positive,0.7011,2014-12-02 22:43:52+00:00,2014,12,2,I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/TuI7LSgBJw
Negative,0.6772,2014-12-02 22:44:02+00:00,2014,12,2,#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H
Positive,1.0,2014-12-02 22:50:32+00:00,2014,12,2,"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/PGCaSLAnZa"
Positive,0.6723,2014-12-02 23:05:27+00:00,2014,12,2,@Apple gets patent 2prevent cracked screens by rotating falling #iPhones  http://t.co/HncqAOrFKR via @mashable #bigdocc
Negative,0.6812,2014-12-02 23:10:52+00:00,2014,12,2,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
Neutral,1.0,2014-12-02 23:13:16+00:00,2014,12,2,@GriffinNW @Apple @tacobell I love you @tacobell!
Negative,0.6189,2014-12-02 23:14:23+00:00,2014,12,2,"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?"
Positive,0.6971,2014-12-02 23:19:39+00:00,2014,12,2,@jengolbeck @Apple agreed
Negative,1.0,2014-12-02 23:31:27+00:00,2014,12,2,IM SICK OF YOUR FUCKING SHIT @apple
Positive,1.0,2014-12-02 23:35:40+00:00,2014,12,2,"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6."
Positive,0.7408,2014-12-02 23:38:07+00:00,2014,12,2,@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem
Positive,1.0,2014-12-02 23:40:24+00:00,2014,12,2,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX"
Positive,0.7689,2014-12-02 23:45:03+00:00,2014,12,2,#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV
Positive,0.7408,2014-12-02 23:46:13+00:00,2014,12,2,#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK
Positive,0.6538,2014-12-02 23:48:28+00:00,2014,12,2,Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL
Positive,1.0,2014-12-02 23:49:04+00:00,2014,12,2,@renoxalex @Apple or hang loose ???
Positive,0.6888,2014-12-02 23:54:19+00:00,2014,12,2,@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?
Positive,0.7136,2014-12-03 00:03:25+00:00,2014,12,3,"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems."
Negative,1.0,2014-12-03 00:07:24+00:00,2014,12,3,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple
Positive,0.6913,2014-12-03 00:08:03+00:00,2014,12,3,"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU"
Positive,0.6618,2014-12-03 00:08:04+00:00,2014,12,3,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$"
Positive,1.0,2014-12-03 00:08:09+00:00,2014,12,3,@DelenaNian4eva_ @Apple chill?
Positive,0.6731,2014-12-03 00:18:22+00:00,2014,12,3,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8"
Positive,0.6731,2014-12-03 00:22:37+00:00,2014,12,3,Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW
Negative,1.0,2014-12-03 00:24:29+00:00,2014,12,3,@apple get cha shit together and fix my phone !!!
Positive,0.6722,2014-12-03 00:25:44+00:00,2014,12,3,@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!
Positive,1.0,2014-12-03 00:28:13+00:00,2014,12,3,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol
Positive,0.6679,2014-12-03 00:29:13+00:00,2014,12,3,@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?
Positive,1.0,2014-12-03 00:30:04+00:00,2014,12,3,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso"
Positive,0.6587,2014-12-03 00:30:30+00:00,2014,12,3,"@Shampeau @caseypieper @Apple @Monster @redbull 
Ultra Red? ok, I have some research to do... I've seen the coffee, white, blue"
Negative,0.6678,2014-12-03 00:34:02+00:00,2014,12,3,@iirwanks ICK YO @apple Autocorrect RUSE
Negative,1.0,2014-12-03 00:35:04+00:00,2014,12,3,Ok I muted the groupchat but I still get notifications uhm @apple what the hell
Negative,1.0,2014-12-03 00:35:39+00:00,2014,12,3,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!
Negative,0.8493,2014-12-03 00:38:09+00:00,2014,12,3,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice..."
Neutral,0.651,2014-12-03 00:39:22+00:00,2014,12,3,Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!
Positive,1.0,2014-12-03 00:40:00+00:00,2014,12,3,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq
Negative,1.0,2014-12-03 00:41:14+00:00,2014,12,3,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone
Positive,0.6676,2014-12-03 00:45:07+00:00,2014,12,3,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG"
Positive,0.6658,2014-12-03 00:49:41+00:00,2014,12,3,@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO
Negative,1.0,2014-12-03 00:55:31+00:00,2014,12,3,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!"
Negative,0.7039,2014-12-03 00:55:51+00:00,2014,12,3,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.
Positive,1.0,2014-12-03 01:01:05+00:00,2014,12,3,Dear @Apple I would like an #iMac with touch screen more than a watch
Negative,1.0,2014-12-03 01:04:08+00:00,2014,12,3,my dad called now my musics arent playing jesus christ @apple problematic
Negative,1.0,2014-12-03 01:09:34+00:00,2014,12,3,fuck you fuck you so much i hate you @apple
Positive,0.7244,2014-12-03 01:15:04+00:00,2014,12,3,"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs"
Negative,0.6774,2014-12-03 01:16:06+00:00,2014,12,3,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL
Positive,1.0,2014-12-03 01:16:45+00:00,2014,12,3,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely
Negative,1.0,2014-12-03 01:18:42+00:00,2014,12,3,well imessage doesn't work thanks @apple
Negative,1.0,2014-12-03 01:22:33+00:00,2014,12,3,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport
Neutral,0.5194,2014-12-03 01:23:33+00:00,2014,12,3,"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out."
Negative,0.7039,2014-12-03 01:27:13+00:00,2014,12,3,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(
Positive,0.7246,2014-12-03 01:29:35+00:00,2014,12,3,@Apple patents active fall protection system that shifts iPhones in midair http://t.co/UmVw5NeoJC
Neutral,0.8684,2014-12-03 01:32:39+00:00,2014,12,3,. @Apple is the Most Innovative Company of 2014 http://t.co/h4gqjPyluF via @TechCocktail #innovation
Negative,1.0,2014-12-03 01:33:53+00:00,2014,12,3,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple
Negative,1.0,2014-12-03 01:34:42+00:00,2014,12,3,"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me."
Positive,0.6723,2014-12-03 01:43:18+00:00,2014,12,3,One Thing Everyone Is Getting Wrong When It Comes To The #Apple Television #aapl http://t.co/S72WXZ4dcq http://t.co/boch9Dbt3Q
Positive,1.0,2014-12-03 01:46:40+00:00,2014,12,3,THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7
Negative,1.0,2014-12-03 01:52:51+00:00,2014,12,3,I am feeling creatively stifled by the current emoji selection @apple
Negative,1.0,2014-12-03 01:55:06+00:00,2014,12,3,@apple fuck you bitches my phones abrick and stuck on the apple logo
Neutral,0.6765,2014-12-03 02:02:14+00:00,2014,12,3,We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!
Positive,1.0,2014-12-03 02:04:04+00:00,2014,12,3,"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL"
Negative,1.0,2014-12-03 02:05:42+00:00,2014,12,3,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu"
Positive,1.0,2014-12-03 02:11:48+00:00,2014,12,3,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k"
Positive,1.0,2014-12-03 02:11:48+00:00,2014,12,3,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz"
Negative,0.6644,2014-12-03 02:20:36+00:00,2014,12,3,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox
Positive,0.3374,2014-12-03 02:22:34+00:00,2014,12,3,Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB
Positive,1.0,2014-12-03 02:24:43+00:00,2014,12,3,"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl"
Negative,1.0,2014-12-03 02:25:23+00:00,2014,12,3,iMessage isn't working thanks @apple
Positive,1.0,2014-12-03 02:25:33+00:00,2014,12,3,@kaitlynpearle @Apple get android
Positive,1.0,2014-12-03 02:25:52+00:00,2014,12,3,@nickruz4 @Apple I can't I just got a new phone /;
Negative,1.0,2014-12-03 02:28:21+00:00,2014,12,3,No at typo changing my words. Get it together @apple
Positive,0.6613,2014-12-03 02:29:17+00:00,2014,12,3,$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL
Negative,1.0,2014-12-03 02:31:57+00:00,2014,12,3,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged"
Negative,1.0,2014-12-03 02:33:18+00:00,2014,12,3,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple
Negative,1.0,2014-12-03 02:50:11+00:00,2014,12,3,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple."
Negative,1.0,2014-12-03 02:51:19+00:00,2014,12,3,@apple I am beginning to think your products are crap
Negative,1.0,2014-12-03 02:59:24+00:00,2014,12,3,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple
Positive,0.7087,2014-12-03 03:00:04+00:00,2014,12,3,"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw"
Negative,0.7222,2014-12-03 03:01:02+00:00,2014,12,3,You need to send me my IPhone before I cancel @tmobile @apple
Negative,1.0,2014-12-03 03:04:44+00:00,2014,12,3,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one
Negative,1.0,2014-12-03 03:14:38+00:00,2014,12,3,FUCK @apple
Negative,0.6528,2014-12-03 03:36:40+00:00,2014,12,3,Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson
Positive,0.7279,2014-12-03 03:42:58+00:00,2014,12,3,Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW
Negative,1.0,2014-12-03 03:47:48+00:00,2014,12,3,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W
Positive,0.6731,2014-12-03 03:50:45+00:00,2014,12,3,"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD"
Negative,0.7916,2014-12-03 03:55:43+00:00,2014,12,3,"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple"
Negative,1.0,2014-12-03 04:05:23+00:00,2014,12,3,s/o @apple for this really great charger that works so well! #not
Negative,1.0,2014-12-03 04:07:58+00:00,2014,12,3,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs
Positive,1.0,2014-12-03 04:15:05+00:00,2014,12,3,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts."
Positive,0.6525,2014-12-03 04:17:35+00:00,2014,12,3,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K"
Positive,0.6538,2014-12-03 04:17:59+00:00,2014,12,3,#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn
Negative,1.0,2014-12-03 04:20:31+00:00,2014,12,3,@apple get your shit together with group chats on ios8
Negative,0.6595,2014-12-03 04:26:50+00:00,2014,12,3,"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown"
Positive,1.0,2014-12-03 04:28:43+00:00,2014,12,3,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards
Negative,1.0,2014-12-03 04:29:47+00:00,2014,12,3,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple"
Negative,1.0,2014-12-03 04:30:22+00:00,2014,12,3,. @apple why is my computer so slow
Negative,1.0,2014-12-03 04:30:45+00:00,2014,12,3,RT @mkschuster: . @apple why is my computer so slow
Negative,0.6747,2014-12-03 04:49:00+00:00,2014,12,3,"Really need tap-to-tweet back, @apple"
Negative,0.6833,2014-12-03 04:55:11+00:00,2014,12,3,"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch

http://t.co/G8IgaodgPN"
Neutral,1.0,2014-12-03 04:57:19+00:00,2014,12,3,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA
Positive,0.4876,2014-12-03 04:58:04+00:00,2014,12,3,@mochasucks @renoxalex @Apple that's what I'm saying!!!!
Negative,0.7908,2014-12-03 04:59:47+00:00,2014,12,3,@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.
Neutral,0.6758,2014-12-03 05:00:12+00:00,2014,12,3,Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489
Negative,1.0,2014-12-03 05:03:46+00:00,2014,12,3,@Apple there isn't a puke emoji I'm pissed fix it fat
Positive,0.4682,2014-12-03 05:09:44+00:00,2014,12,3,@RoamingWithRuth @Apple pretty cute guys
Negative,0.6822,2014-12-03 05:41:01+00:00,2014,12,3,I have 170 pictures and my storage is full @apple get it together
Negative,1.0,2014-12-03 05:49:57+00:00,2014,12,3,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together
Negative,0.6579,2014-12-03 05:52:26+00:00,2014,12,3,Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX
Positive,0.6474,2014-12-03 05:52:26+00:00,2014,12,3,#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO
Negative,0.6613,2014-12-03 05:52:42+00:00,2014,12,3,That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource
Negative,1.0,2014-12-03 05:55:28+00:00,2014,12,3,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple
Negative,1.0,2014-12-03 06:02:01+00:00,2014,12,3,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs
Positive,0.6513,2014-12-03 06:08:54+00:00,2014,12,3,We should be able to name group texts. That would be great @Apple
Positive,0.6635,2014-12-03 06:15:39+00:00,2014,12,3,@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc
Negative,0.6663,2014-12-03 06:23:50+00:00,2014,12,3,why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary
Positive,1.0,2014-12-03 06:24:07+00:00,2014,12,3,Do i have to go to @Apple if idr the code? -_-
Positive,1.0,2014-12-03 06:29:05+00:00,2014,12,3,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP"
Neutral,0.738,2014-12-03 06:43:06+00:00,2014,12,3,Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij
Positive,0.6825,2014-12-03 06:45:51+00:00,2014,12,3,. @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca
Negative,1.0,2014-12-03 06:52:41+00:00,2014,12,3,god dammit fuck you @apple
Negative,1.0,2014-12-03 06:52:46+00:00,2014,12,3,RT @yungbaaz: god dammit fuck you @apple
Negative,0.6822,2014-12-03 06:53:02+00:00,2014,12,3,@Apple do something you cunt @BarackObama
Negative,1.0,2014-12-03 06:59:29+00:00,2014,12,3,fuck you @apple @iphone
Positive,0.6774,2014-12-03 07:05:21+00:00,2014,12,3,The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google
Positive,1.0,2014-12-03 07:15:59+00:00,2014,12,3,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR
Positive,1.0,2014-12-03 07:18:33+00:00,2014,12,3,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys
Negative,1.0,2014-12-03 07:19:39+00:00,2014,12,3,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh
Negative,1.0,2014-12-03 07:25:56+00:00,2014,12,3,@apple fuck you
Positive,0.667,2014-12-03 07:30:04+00:00,2014,12,3,#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL
Negative,1.0,2014-12-03 07:32:43+00:00,2014,12,3,"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung"
Positive,0.6605,2014-12-03 07:35:45+00:00,2014,12,3,.@apple there needs to be a finger gun emoji PRONTO.
Positive,0.6804,2014-12-03 07:41:46+00:00,2014,12,3,10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple
Negative,1.0,2014-12-03 07:42:12+00:00,2014,12,3,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt"
